V1,	V2,	V3,	V4,	V5,	V6,	V7,	V8,	V9,	V10,	V11,	V12,	V13,	V14
7724,	0.02739,	NA,	h,	0.59999,	a,	NA,	d,	a,	a,	nan,	0.0,	0.84692,	NA,	0
7725,	nan,	c,	b,	0.53333,	b,	NA,	NA,	NA,	a,	0.0,	0.0,	0.49997,	a,	0
7726,	0.0,	NA,	c,	0.40000,	a,	b,	d,	a,	NA,	0.0,	0.0,	0.11224,	a,	0
7727,	0.27395,	c,	b,	0.53333,	b,	NA,	b,	a,	a,	0.0,	nan,	0.49997,	a,	0
7728,	0.13698,	NA,	NA,	nan,	NA,	d,	a,	a,	b,	0.0,	0.0,	0.39794,	a,	0
7729,	0.0,	NA,	n,	0.46666,	a,	NA,	d,	a,	a,	nan,	nan,	nan,	a,	0
7730,	nan,	NA,	b,	0.53333,	a,	f,	d,	NA,	a,	0.0,	0.0,	0.39794,	a,	0
7731,	0.54795,	c,	b,	0.53333,	b,	b,	b,	a,	NA,	0.0,	nan,	nan,	a,	0
7732,	0.12328,	c,	b,	0.53333,	d,	a,	NA,	a,	b,	0.0,	0.0,	nan,	a,	0
7733,	nan,	c,	d,	0.86665,	NA,	j,	d,	a,	b,	0.0,	0.0,	0.39794,	a,	0
7734,	0.28767,	c,	NA,	0.59999,	a,	e,	NA,	a,	a,	0.0,	nan,	0.39794,	a,	0
7735,	0.82191,	NA,	j,	0.13333,	NA,	NA,	NA,	a,	a,	0.0,	0.0,	0.19387,	a,	0
7736,	0.09588,	NA,	c,	0.40000,	a,	b,	a,	a,	NA,	0.0,	0.0,	nan,	a,	0
7737,	0.24657,	c,	b,	0.53333,	c,	f,	a,	a,	NA,	0.0,	0.0,	nan,	a,	0
7738,	nan,	NA,	k,	0.33333,	c,	NA,	NA,	a,	NA,	0.0,	0.0,	nan,	a,	0
7739,	0.27395,	c,	b,	0.53333,	b,	g,	b,	a,	a,	nan,	0.0,	0.39794,	NA,	0
7740,	0.35614,	c,	b,	nan,	b,	j,	b,	a,	NA,	0.0,	0.0,	0.39794,	NA,	0
7741,	0.08218,	c,	b,	0.53333,	a,	b,	NA,	a,	a,	0.0,	0.0,	0.29591,	a,	0
7742,	nan,	c,	a,	0.79998,	b,	l,	c,	a,	b,	0.0,	nan,	0.39794,	e,	0
7743,	0.47944,	f,	b,	0.53333,	b,	e,	c,	b,	NA,	0.0,	0.0,	0.19387,	a,	0
7744,	0.16438,	NA,	b,	0.53333,	c,	l,	a,	c,	b,	0.0,	nan,	0.49997,	a,	0
7745,	0.13698,	NA,	h,	0.59999,	b,	i,	b,	a,	a,	0.0,	0.0,	0.60204,	NA,	0
7746,	0.15068,	c,	h,	0.59999,	NA,	a,	d,	NA,	b,	0.0,	0.0,	0.39794,	NA,	0
7747,	0.15068,	c,	b,	0.53333,	a,	b,	NA,	a,	a,	0.0,	0.0,	0.39794,	a,	0
7748,	0.09588,	c,	h,	0.59999,	a,	i,	a,	NA,	a,	nan,	0.0,	nan,	a,	0
7749,	0.04109,	c,	k,	0.33333,	f,	b,	a,	a,	a,	0.0,	0.0,	0.39794,	NA,	0
7750,	0.65752,	c,	b,	nan,	NA,	e,	a,	a,	a,	0.0,	0.0,	0.24489,	NA,	0
7751,	0.01369,	NA,	h,	0.59999,	a,	NA,	d,	a,	a,	nan,	0.0,	nan,	a,	0
7752,	0.16438,	c,	b,	0.53333,	NA,	d,	b,	a,	NA,	0.0,	0.0,	0.39794,	a,	0
7753,	0.13698,	c,	b,	0.53333,	NA,	a,	d,	b,	b,	0.0,	nan,	0.39794,	a,	0
7754,	0.26026,	c,	d,	0.86665,	b,	e,	b,	a,	a,	0.0,	0.0,	0.39794,	a,	0
7755,	0.52054,	a,	b,	0.53333,	b,	k,	b,	a,	a,	0.0,	0.0,	0.39794,	NA,	0
7756,	0.06849,	c,	j,	0.13333,	a,	d,	a,	a,	a,	nan,	nan,	0.29591,	d,	0
7757,	0.15068,	c,	a,	0.79998,	NA,	c,	a,	NA,	b,	0.0,	nan,	0.39794,	a,	0
7758,	0.04109,	c,	h,	0.59999,	NA,	l,	d,	a,	b,	0.0,	0.0,	0.29591,	NA,	0
7759,	0.09588,	c,	a,	0.79998,	b,	c,	b,	a,	a,	0.03908,	0.0,	0.39794,	a,	0
7760,	0.69862,	e,	b,	0.53333,	b,	l,	b,	a,	NA,	nan,	0.0,	0.39794,	a,	0
7761,	0.01369,	c,	NA,	0.19998,	a,	d,	d,	a,	a,	0.0,	0.0,	0.39794,	NA,	0
7762,	0.27395,	c,	NA,	0.46666,	d,	n,	NA,	NA,	b,	nan,	nan,	0.39794,	a,	0
7763,	0.35614,	NA,	NA,	nan,	b,	i,	NA,	NA,	a,	0.0,	0.0,	0.39794,	NA,	0
7764,	0.0,	NA,	c,	0.40000,	a,	NA,	d,	a,	b,	0.0,	0.0,	0.08163,	a,	0
7765,	nan,	c,	NA,	0.59999,	a,	j,	a,	a,	NA,	0.0,	0.0,	0.49997,	a,	0
7766,	0.30136,	c,	h,	0.59999,	b,	l,	b,	a,	a,	0.0,	nan,	0.25510,	NA,	0
7767,	nan,	b,	h,	nan,	a,	a,	d,	a,	b,	nan,	0.0,	0.14285,	NA,	0
7768,	0.34246,	b,	o,	1.0,	NA,	c,	NA,	a,	a,	0.0,	0.0,	nan,	NA,	0
7769,	0.05479,	c,	f,	0.73332,	a,	e,	NA,	a,	b,	0.0,	0.0,	0.29591,	a,	0
7770,	0.31504,	c,	g,	nan,	NA,	l,	b,	a,	a,	0.04063,	0.0,	nan,	a,	0
7771,	0.28767,	NA,	NA,	0.73332,	a,	c,	a,	a,	NA,	0.0,	0.0,	0.39794,	a,	0
7772,	0.46575,	d,	b,	0.53333,	b,	h,	b,	a,	a,	0.0,	0.0,	0.39794,	a,	0
7773,	0.02739,	c,	b,	0.53333,	a,	b,	NA,	a,	a,	nan,	0.0,	nan,	a,	0
7774,	0.08218,	NA,	b,	0.53333,	a,	d,	a,	a,	NA,	0.0,	0.0,	0.39794,	a,	0
7775,	0.19177,	c,	a,	0.79998,	c,	NA,	a,	a,	NA,	0.0,	0.0,	0.39794,	NA,	0
7776,	0.34246,	c,	f,	0.73332,	b,	NA,	b,	b,	NA,	nan,	nan,	0.39794,	a,	0
7777,	0.23289,	NA,	h,	0.59999,	b,	NA,	b,	a,	a,	nan,	0.0,	0.34694,	a,	0
7778,	nan,	c,	b,	0.53333,	a,	d,	NA,	a,	a,	0.0,	0.0,	0.29591,	a,	0
7779,	0.17808,	c,	NA,	nan,	a,	c,	a,	NA,	b,	nan,	nan,	0.39794,	NA,	0
7780,	nan,	c,	b,	0.53333,	b,	NA,	b,	a,	NA,	nan,	nan,	0.47959,	NA,	0
7781,	0.02739,	c,	h,	0.59999,	a,	NA,	d,	a,	NA,	nan,	0.0,	0.19387,	NA,	0
7782,	0.38356,	b,	a,	nan,	NA,	c,	a,	a,	a,	0.0,	0.0,	0.34694,	a,	0
7783,	0.20548,	c,	a,	0.79998,	a,	l,	a,	a,	b,	0.0,	0.36500,	0.39794,	a,	0
7784,	1.0,	b,	NA,	0.59999,	b,	f,	b,	NA,	a,	0.0,	0.0,	nan,	a,	0
7785,	0.24657,	NA,	n,	0.46666,	d,	e,	a,	a,	b,	0.0,	0.0,	0.29591,	a,	0
7786,	0.30136,	b,	h,	0.59999,	a,	i,	a,	a,	NA,	0.0,	0.0,	0.24489,	NA,	0
7787,	0.16438,	c,	a,	0.79998,	a,	c,	a,	b,	a,	0.0,	0.0,	nan,	NA,	0
7788,	0.09588,	c,	b,	0.53333,	a,	e,	e,	NA,	b,	0.0,	0.0,	0.31632,	a,	0
7789,	0.43834,	NA,	h,	0.59999,	b,	e,	b,	a,	a,	0.0,	0.0,	0.16326,	a,	0
7790,	0.19177,	c,	NA,	0.26665,	c,	g,	a,	a,	a,	0.0,	nan,	0.39794,	a,	0
7791,	0.36987,	NA,	h,	nan,	c,	NA,	a,	a,	b,	0.0,	0.0,	0.49997,	NA,	0
7792,	0.01369,	NA,	h,	0.59999,	a,	NA,	NA,	NA,	b,	0.0,	0.0,	0.29591,	NA,	0
7793,	0.13698,	b,	NA,	0.53333,	NA,	l,	b,	a,	a,	nan,	0.0,	0.39794,	NA,	0
7794,	0.09588,	c,	b,	nan,	a,	b,	d,	a,	a,	nan,	0.0,	0.39794,	NA,	0
7795,	0.17808,	c,	NA,	0.53333,	NA,	b,	b,	a,	a,	0.0,	0.0,	nan,	a,	0
7796,	nan,	c,	h,	nan,	c,	j,	d,	a,	b,	0.0,	0.0,	0.39794,	a,	0
7797,	0.23289,	a,	a,	0.79998,	NA,	a,	b,	a,	NA,	0.0,	0.0,	0.19387,	NA,	0
7798,	0.10958,	a,	h,	0.59999,	b,	j,	c,	a,	b,	0.0,	0.0,	0.18367,	a,	0
7799,	nan,	c,	b,	0.53333,	c,	NA,	e,	a,	b,	0.0,	0.0,	0.39794,	a,	0
7800,	0.46575,	b,	NA,	nan,	b,	i,	b,	a,	a,	0.0,	0.0,	0.70408,	a,	0
7801,	0.05479,	NA,	NA,	0.53333,	b,	NA,	f,	a,	b,	0.0,	0.0,	0.34694,	a,	0
7802,	nan,	c,	h,	0.59999,	a,	l,	NA,	e,	a,	0.0,	nan,	nan,	w,	0
7803,	nan,	c,	i,	0.66665,	NA,	b,	d,	NA,	b,	0.0,	0.0,	nan,	a,	0
7804,	0.16438,	NA,	NA,	0.53333,	a,	j,	NA,	a,	NA,	0.0,	0.0,	0.39794,	a,	0
7805,	0.21916,	a,	k,	0.33333,	b,	b,	b,	a,	a,	0.0,	0.0,	0.39794,	NA,	0
7806,	0.04109,	c,	b,	0.53333,	NA,	b,	d,	a,	a,	0.0,	0.0,	0.39794,	a,	0
7807,	0.09588,	c,	a,	0.79998,	NA,	j,	a,	a,	b,	0.0,	nan,	0.39794,	a,	0
7808,	0.16438,	c,	NA,	0.53333,	a,	e,	d,	a,	b,	nan,	nan,	0.34694,	a,	0
7809,	0.32877,	c,	h,	0.59999,	b,	i,	b,	a,	a,	nan,	nan,	0.39794,	NA,	0
7810,	0.34246,	b,	h,	0.59999,	b,	i,	NA,	a,	NA,	nan,	0.0,	0.39794,	a,	0
7811,	0.04109,	c,	h,	nan,	a,	l,	a,	a,	b,	nan,	0.0,	0.29591,	a,	0
7812,	0.50685,	NA,	e,	0.26665,	d,	i,	NA,	a,	a,	0.0,	0.0,	0.39794,	NA,	0
7813,	0.52054,	NA,	a,	0.79998,	f,	i,	e,	a,	b,	nan,	0.0,	nan,	K,	0
7814,	0.05479,	c,	b,	0.53333,	b,	b,	b,	a,	a,	0.0,	0.0,	0.31632,	a,	0
7815,	0.02739,	c,	b,	0.53333,	a,	a,	d,	a,	a,	0.0,	nan,	0.39794,	a,	0
7816,	0.21916,	c,	i,	0.66665,	b,	i,	b,	b,	a,	0.0,	0.0,	0.39794,	a,	0
7817,	0.06849,	c,	b,	nan,	d,	e,	e,	b,	b,	nan,	0.0,	0.34694,	a,	0
7818,	0.57532,	c,	NA,	0.53333,	a,	j,	e,	NA,	b,	0.0,	0.14347,	0.37755,	a,	0
7819,	0.0,	NA,	k,	0.33333,	a,	NA,	d,	NA,	a,	0.0,	0.0,	0.39794,	a,	0
7820,	nan,	c,	n,	0.46666,	a,	l,	d,	NA,	a,	0.0,	nan,	0.31632,	a,	0
7821,	0.38356,	c,	k,	nan,	NA,	NA,	e,	b,	b,	0.0,	nan,	0.39794,	a,	0
7822,	0.26026,	c,	b,	nan,	NA,	a,	NA,	a,	b,	nan,	0.0,	0.39794,	a,	0
7823,	0.24657,	e,	h,	0.59999,	c,	j,	NA,	a,	a,	0.0,	0.0,	nan,	a,	0
7824,	0.38356,	NA,	h,	0.59999,	c,	i,	a,	a,	a,	0.0,	nan,	0.39794,	NA,	0
7825,	0.34246,	b,	b,	0.53333,	a,	f,	d,	a,	a,	nan,	0.0,	0.85712,	a,	0
7826,	0.45203,	NA,	d,	0.86665,	c,	NA,	e,	a,	b,	0.0,	0.0,	0.39794,	NA,	0
7827,	0.30136,	c,	b,	nan,	c,	NA,	f,	a,	b,	0.0,	0.0,	0.39794,	a,	0
7828,	0.36987,	c,	h,	nan,	NA,	j,	NA,	a,	a,	0.0,	0.45452,	nan,	f,	0
7829,	0.09588,	c,	a,	0.79998,	a,	c,	a,	a,	a,	0.0,	0.0,	0.42855,	a,	0
7830,	nan,	e,	e,	0.26665,	b,	g,	b,	NA,	a,	0.0,	nan,	1.0,	a,	0
7831,	nan,	c,	b,	0.53333,	a,	NA,	a,	NA,	a,	0.0,	0.0,	0.39794,	a,	0
7832,	0.13698,	c,	i,	0.66665,	c,	l,	a,	a,	b,	0.0,	0.0,	0.39794,	a,	0
7833,	0.47944,	c,	b,	0.53333,	c,	a,	e,	a,	b,	0.0,	nan,	0.37755,	a,	0
7834,	0.06849,	NA,	NA,	nan,	c,	l,	d,	a,	a,	0.0,	0.0,	nan,	a,	0
7835,	nan,	c,	h,	nan,	b,	i,	NA,	a,	a,	nan,	0.0,	0.39794,	h,	0
7836,	0.17808,	c,	b,	0.53333,	c,	a,	e,	a,	NA,	0.0,	0.0,	0.19387,	a,	0
7837,	nan,	c,	a,	0.79998,	NA,	e,	f,	NA,	a,	0.0,	0.0,	0.34694,	o,	0
7838,	nan,	c,	h,	0.59999,	a,	NA,	d,	a,	NA,	0.0,	nan,	nan,	NA,	0
7839,	0.20548,	c,	a,	0.79998,	b,	c,	f,	a,	a,	0.0,	0.0,	0.39794,	a,	0
7840,	nan,	c,	h,	0.59999,	d,	e,	a,	a,	b,	0.0,	0.0,	0.60204,	a,	0
7841,	nan,	e,	b,	0.53333,	b,	NA,	NA,	a,	a,	0.0,	0.0,	nan,	a,	0
7842,	0.0,	c,	b,	0.53333,	a,	NA,	NA,	b,	a,	0.0,	0.0,	0.39794,	a,	0
7843,	0.13698,	NA,	b,	0.53333,	NA,	g,	NA,	a,	a,	0.0,	nan,	0.39794,	a,	0
7844,	0.52054,	c,	i,	0.66665,	NA,	d,	NA,	a,	a,	0.0,	nan,	0.19387,	NA,	0
7845,	nan,	c,	b,	0.53333,	b,	e,	c,	a,	b,	0.05013,	0.0,	0.39794,	a,	0
7846,	0.68493,	b,	g,	nan,	b,	i,	b,	a,	NA,	nan,	nan,	0.39794,	a,	0
7847,	0.32877,	e,	a,	nan,	b,	NA,	NA,	NA,	a,	0.0,	0.0,	nan,	NA,	0
7848,	0.13698,	NA,	b,	nan,	NA,	i,	e,	a,	b,	0.0,	0.36592,	0.25510,	a,	0
7849,	0.01369,	c,	b,	0.53333,	a,	a,	NA,	NA,	b,	0.0,	0.0,	0.24489,	a,	0
7850,	0.02739,	NA,	b,	nan,	a,	i,	NA,	NA,	NA,	0.0,	nan,	0.19387,	a,	0
7851,	0.19177,	c,	NA,	0.53333,	b,	d,	NA,	a,	a,	0.0,	0.0,	0.49997,	a,	0
7852,	0.0,	c,	NA,	0.40000,	a,	e,	d,	a,	b,	0.0,	0.0,	0.06122,	a,	0
7853,	0.27395,	c,	h,	nan,	f,	c,	a,	a,	b,	0.0,	0.0,	0.29591,	a,	0
7854,	0.46575,	f,	NA,	0.53333,	b,	i,	b,	a,	a,	0.0,	0.0,	0.39794,	a,	0
7855,	0.42466,	c,	b,	nan,	a,	NA,	a,	a,	b,	0.02463,	0.0,	0.39794,	a,	0
7856,	nan,	c,	b,	0.53333,	a,	g,	d,	a,	a,	0.0,	nan,	nan,	NA,	0
7857,	0.13698,	c,	i,	0.66665,	b,	l,	NA,	a,	a,	nan,	0.0,	0.44897,	NA,	0
7858,	0.10958,	NA,	NA,	0.53333,	a,	b,	d,	a,	a,	0.0,	0.0,	0.39794,	a,	0
7859,	0.71230,	c,	f,	nan,	NA,	a,	a,	a,	NA,	0.02963,	0.0,	nan,	g,	0
7860,	0.17808,	c,	a,	0.79998,	a,	j,	a,	NA,	a,	0.0,	0.0,	nan,	a,	0
7861,	0.21916,	c,	b,	0.53333,	b,	b,	b,	a,	a,	0.0,	nan,	nan,	v,	0
7862,	nan,	c,	b,	0.53333,	a,	b,	d,	a,	a,	0.0,	0.0,	0.47959,	a,	0
7863,	nan,	c,	j,	0.13333,	b,	d,	b,	a,	a,	0.0,	0.0,	0.39794,	NA,	0
7864,	0.10958,	c,	h,	0.59999,	a,	a,	d,	a,	a,	nan,	0.0,	0.14285,	NA,	0
7865,	0.57532,	NA,	m,	nan,	a,	d,	a,	NA,	a,	0.0,	0.0,	0.39794,	s,	0
7866,	0.12328,	c,	b,	0.53333,	NA,	e,	d,	a,	b,	0.0,	nan,	0.29591,	a,	0
7867,	0.42466,	c,	h,	0.59999,	d,	NA,	a,	a,	NA,	0.0,	0.0,	0.24489,	C,	0
7868,	0.64383,	d,	b,	0.53333,	b,	a,	NA,	a,	a,	nan,	0.0,	0.39794,	a,	0
7869,	0.30136,	NA,	a,	0.79998,	b,	h,	b,	a,	a,	0.0,	0.0,	0.49997,	a,	0
7870,	0.09588,	NA,	a,	0.79998,	a,	a,	a,	a,	a,	0.0,	nan,	0.39794,	a,	0
7871,	0.31504,	NA,	d,	0.86665,	a,	j,	a,	a,	b,	nan,	0.0,	0.34694,	a,	0
7872,	0.19177,	NA,	b,	0.53333,	d,	g,	NA,	a,	a,	0.0,	0.0,	0.39794,	a,	0
7873,	0.06849,	c,	NA,	0.59999,	a,	NA,	a,	a,	b,	0.0,	0.0,	0.24489,	a,	0
7874,	0.24657,	c,	h,	0.59999,	a,	NA,	a,	a,	a,	0.0,	0.0,	0.29591,	a,	0
7875,	0.24657,	c,	b,	0.53333,	NA,	g,	a,	a,	a,	0.0,	0.0,	0.49997,	a,	0
7876,	0.24657,	a,	h,	0.59999,	c,	h,	e,	NA,	b,	0.0,	0.0,	0.39794,	a,	0
7877,	0.45203,	c,	d,	0.86665,	NA,	NA,	e,	a,	b,	0.0,	0.0,	0.39794,	a,	0
7878,	0.72603,	NA,	d,	nan,	b,	NA,	b,	NA,	a,	0.0,	0.0,	0.07142,	a,	0
7879,	0.39724,	c,	b,	0.53333,	c,	a,	a,	a,	b,	nan,	nan,	nan,	a,	0
7880,	nan,	c,	b,	nan,	NA,	NA,	NA,	a,	b,	nan,	0.0,	0.37755,	NA,	0
7881,	0.09588,	NA,	e,	nan,	b,	l,	b,	NA,	a,	0.0,	0.0,	0.44897,	d,	0
7882,	0.41097,	f,	a,	0.79998,	NA,	NA,	a,	NA,	b,	0.0,	0.0,	0.70408,	NA,	0
7883,	0.24657,	b,	b,	0.53333,	c,	i,	NA,	a,	a,	0.0,	nan,	0.49997,	a,	0
7884,	0.35614,	c,	NA,	0.79998,	b,	a,	b,	e,	NA,	0.0,	nan,	nan,	I,	0
7885,	0.01369,	a,	c,	0.40000,	a,	NA,	d,	a,	a,	0.0,	0.0,	0.19387,	a,	0
7886,	nan,	c,	NA,	0.53333,	b,	e,	b,	a,	a,	0.0,	0.0,	0.49997,	a,	0
7887,	0.61642,	c,	b,	0.53333,	a,	e,	f,	b,	b,	nan,	0.0,	0.37755,	a,	0
7888,	0.13698,	c,	e,	0.26665,	b,	f,	b,	c,	a,	0.0,	0.0,	nan,	a,	0
7889,	0.08218,	c,	h,	0.59999,	a,	a,	f,	e,	NA,	nan,	0.0,	0.13265,	e,	0
7890,	0.30136,	b,	a,	0.79998,	c,	i,	a,	b,	a,	nan,	0.38313,	nan,	NA,	0
7891,	0.15068,	c,	l,	0.06666,	NA,	d,	a,	a,	b,	0.0,	0.0,	0.39794,	d,	0
7892,	nan,	c,	b,	nan,	a,	NA,	d,	a,	a,	0.0,	0.0,	nan,	NA,	0
7893,	0.12328,	c,	a,	0.79998,	a,	e,	a,	a,	a,	nan,	nan,	0.29591,	a,	0
7894,	0.76713,	NA,	NA,	0.79998,	b,	c,	b,	a,	a,	0.0,	0.0,	0.29591,	a,	0
7895,	nan,	c,	NA,	0.79998,	c,	l,	NA,	a,	b,	0.0,	0.0,	0.34694,	a,	0
7896,	0.24657,	c,	i,	nan,	c,	j,	NA,	a,	a,	0.0,	0.0,	0.44897,	a,	0
7897,	nan,	c,	a,	0.79998,	b,	NA,	c,	a,	b,	0.0,	0.0,	0.39794,	NA,	0
7898,	0.13698,	c,	NA,	0.79998,	a,	a,	a,	a,	b,	0.0,	0.0,	0.39794,	a,	0
7899,	0.21916,	NA,	h,	0.59999,	b,	e,	NA,	a,	NA,	0.0,	0.0,	0.25510,	a,	0
7900,	0.45203,	NA,	h,	nan,	c,	e,	NA,	a,	b,	0.0,	0.0,	0.14285,	a,	0
7901,	0.20548,	c,	b,	0.53333,	NA,	b,	NA,	a,	a,	0.02829,	0.0,	0.39794,	NA,	0
7902,	0.32877,	b,	d,	0.86665,	c,	b,	e,	NA,	NA,	0.0,	nan,	0.39794,	C,	0
7903,	0.02739,	NA,	NA,	0.59999,	a,	NA,	d,	a,	b,	0.0,	0.0,	nan,	NA,	0
7904,	0.65752,	c,	b,	0.53333,	g,	a,	a,	a,	b,	0.0,	0.18594,	0.35713,	NA,	0
7905,	0.34246,	a,	h,	0.59999,	d,	h,	NA,	a,	b,	0.0,	0.0,	0.39794,	a,	0
7906,	0.28767,	c,	b,	0.53333,	NA,	k,	NA,	a,	a,	0.0,	0.0,	nan,	a,	0
7907,	0.28767,	c,	NA,	nan,	b,	j,	b,	a,	NA,	0.0,	0.0,	0.49997,	a,	0
7908,	0.27395,	c,	NA,	nan,	NA,	i,	b,	NA,	a,	0.0,	nan,	0.52039,	NA,	0
7909,	nan,	c,	h,	0.59999,	NA,	d,	a,	a,	a,	nan,	nan,	0.29591,	NA,	0
7910,	0.13698,	b,	NA,	0.59999,	a,	l,	a,	a,	NA,	0.0,	0.0,	0.49997,	a,	0
7911,	0.10958,	c,	e,	0.26665,	f,	a,	e,	NA,	b,	0.0,	0.0,	0.39794,	I,	0
7912,	0.16438,	c,	b,	nan,	b,	l,	b,	a,	NA,	0.0,	0.0,	0.49997,	a,	0
7913,	nan,	c,	b,	0.53333,	b,	g,	b,	NA,	a,	0.0,	0.0,	nan,	a,	0
7914,	0.36987,	e,	b,	0.53333,	b,	g,	NA,	NA,	a,	0.0,	nan,	0.96938,	a,	0
7915,	0.12328,	c,	a,	0.79998,	a,	l,	a,	e,	b,	0.0,	0.0,	0.39794,	w,	0
7916,	0.28767,	c,	NA,	0.59999,	NA,	j,	e,	a,	a,	nan,	0.0,	0.39794,	a,	0
7917,	0.28767,	c,	h,	0.59999,	b,	NA,	NA,	a,	a,	0.0,	nan,	nan,	NA,	0
7918,	nan,	a,	a,	0.79998,	b,	j,	b,	NA,	a,	0.0,	nan,	0.19387,	a,	0
7919,	0.21916,	NA,	h,	0.59999,	c,	l,	a,	a,	a,	0.0,	nan,	nan,	a,	0
7920,	0.45203,	NA,	f,	0.73332,	c,	a,	a,	e,	a,	0.0,	0.0,	nan,	a,	0
7921,	0.12328,	NA,	h,	0.59999,	NA,	NA,	a,	a,	b,	0.0,	0.0,	0.03061,	d,	0
7922,	0.34246,	NA,	h,	0.59999,	b,	NA,	NA,	a,	a,	0.0,	0.0,	0.37755,	NA,	0
7923,	0.13698,	c,	b,	0.53333,	b,	NA,	b,	a,	a,	0.0,	0.0,	0.39794,	a,	0
7924,	0.64383,	NA,	b,	0.53333,	b,	k,	b,	a,	NA,	0.0,	0.0,	0.39794,	a,	0
7925,	0.35614,	c,	NA,	0.59999,	b,	i,	b,	NA,	NA,	0.0,	0.0,	0.39794,	a,	0
7926,	0.30136,	c,	NA,	0.53333,	b,	i,	b,	a,	NA,	0.0,	0.0,	0.39794,	a,	0
7927,	0.53422,	NA,	NA,	0.86665,	NA,	c,	a,	a,	a,	0.0,	0.0,	0.66324,	a,	0
7928,	0.10958,	f,	d,	0.86665,	a,	c,	NA,	a,	a,	0.0,	0.0,	0.19387,	a,	0
7929,	0.58905,	a,	NA,	0.79998,	c,	j,	a,	a,	NA,	nan,	nan,	0.34694,	a,	0
7930,	0.47944,	c,	b,	0.53333,	b,	l,	b,	a,	a,	0.0,	0.0,	0.43878,	a,	0
7931,	0.35614,	c,	b,	0.53333,	c,	NA,	a,	a,	a,	0.00594,	0.0,	0.15306,	a,	0
7932,	0.39724,	c,	a,	0.79998,	a,	a,	e,	NA,	b,	0.0,	0.0,	0.39794,	o,	0
7933,	nan,	c,	NA,	0.59999,	NA,	a,	d,	a,	b,	0.0,	nan,	0.29591,	a,	0
7934,	0.53422,	c,	NA,	nan,	a,	NA,	e,	b,	b,	0.0,	0.0,	0.19387,	a,	0
7935,	0.06849,	c,	a,	0.79998,	a,	c,	NA,	a,	a,	nan,	0.0,	0.39794,	a,	0
7936,	0.15068,	c,	c,	0.40000,	a,	i,	a,	a,	a,	0.0,	0.0,	0.39794,	NA,	0
7937,	0.30136,	c,	j,	0.13333,	d,	l,	e,	b,	b,	0.0,	0.0,	nan,	e,	0
7938,	0.15068,	NA,	NA,	nan,	c,	c,	a,	NA,	a,	nan,	nan,	0.39794,	a,	0
7939,	nan,	c,	NA,	0.53333,	a,	e,	d,	a,	b,	0.0,	0.0,	nan,	NA,	0
7940,	0.15068,	b,	NA,	0.40000,	a,	i,	a,	a,	a,	0.0,	0.0,	nan,	d,	0
7941,	0.68493,	NA,	b,	0.53333,	b,	NA,	b,	a,	a,	0.03817,	0.0,	nan,	a,	0
7942,	0.19177,	c,	b,	0.53333,	a,	a,	NA,	NA,	NA,	0.0,	0.0,	nan,	NA,	0
7943,	0.45203,	c,	a,	nan,	b,	l,	b,	a,	a,	0.0,	0.0,	nan,	a,	0
7944,	0.23289,	c,	NA,	0.53333,	b,	i,	NA,	a,	a,	0.03908,	0.0,	nan,	a,	0
7945,	nan,	c,	a,	nan,	c,	a,	a,	a,	b,	nan,	0.0,	0.39794,	a,	0
7946,	nan,	c,	b,	nan,	b,	l,	b,	a,	a,	nan,	0.0,	0.39794,	a,	0
7947,	0.36987,	c,	i,	0.66665,	c,	g,	a,	a,	a,	0.0,	nan,	0.39794,	NA,	0
7948,	0.04109,	c,	h,	0.59999,	NA,	l,	d,	NA,	b,	nan,	0.0,	0.19387,	NA,	0
7949,	0.27395,	c,	b,	0.53333,	b,	e,	b,	NA,	a,	0.0,	0.0,	0.39794,	a,	0
7950,	0.28767,	c,	h,	0.59999,	b,	c,	b,	a,	NA,	0.0,	nan,	0.39794,	a,	0
7951,	0.57532,	NA,	f,	nan,	b,	f,	NA,	b,	a,	0.0,	0.0,	0.39794,	a,	0
7952,	0.57532,	b,	a,	nan,	b,	c,	NA,	NA,	a,	0.0,	nan,	0.49997,	a,	0
7953,	0.58905,	NA,	a,	0.79998,	NA,	NA,	b,	b,	NA,	nan,	0.0,	0.39794,	a,	0
7954,	nan,	c,	h,	nan,	NA,	c,	b,	NA,	a,	0.0,	0.0,	0.39794,	a,	0
7955,	0.27395,	c,	h,	nan,	a,	d,	a,	a,	b,	0.0,	0.0,	0.39794,	a,	0
7956,	nan,	NA,	k,	nan,	b,	i,	b,	a,	a,	0.0,	0.0,	0.34694,	a,	0
7957,	0.23289,	c,	b,	0.53333,	NA,	l,	d,	a,	NA,	0.0,	0.0,	0.39794,	a,	0
7958,	0.06849,	e,	NA,	nan,	a,	d,	d,	a,	a,	0.0,	0.0,	0.23469,	a,	0
7959,	0.13698,	c,	b,	0.53333,	a,	e,	NA,	a,	b,	nan,	nan,	0.52039,	NA,	0
7960,	nan,	NA,	p,	0.93331,	c,	c,	e,	a,	b,	0.0,	0.0,	0.42855,	a,	0
7961,	0.30136,	c,	b,	nan,	c,	NA,	NA,	b,	b,	nan,	0.0,	nan,	NA,	0
7962,	0.10958,	NA,	a,	0.79998,	a,	c,	a,	a,	b,	0.0,	0.0,	nan,	a,	0
7963,	0.63015,	NA,	b,	nan,	a,	NA,	a,	a,	NA,	0.0,	0.0,	nan,	a,	0
